Item,FoodGroup,Year,Measurement,NoCountries
Rye,Cereals,1963,Food Weight,41
Sesame ,Oils,1963,Food Weight,50
Sorghum,Cereals,1963,Food Weight,49
Soybean,Oils,1963,Food Weight,81
Spices (other),Spices & stimulants,1963,Food Weight,73
Sugar,Sweeteners,1963,Food Weight,151
Sunflower,Oils,1963,Food Weight,45
Sweet potatoes,Starchy roots,1963,Food Weight,91
Sweeteners (other),Sweeteners,1963,Food Weight,78
Tea,Spices & stimulants,1963,Food Weight,93
Tomatoes,Vegetables,1963,Food Weight,117
Treenuts,Oils,1963,Food Weight,104
Vegetables (other),Vegetables,1963,Food Weight,151
Wheat,Cereals,1963,Food Weight,151
Yams,Starchy roots,1963,Food Weight,43
Alcoholic beverages,Alcoholic beverages,1964,Calories,123
Animal Products (Total),Animal Products,1964,Calories,152
Apples,Fruits,1964,Calories,75
Bananas & plantains,Fruits,1964,Calories,127
Barley & beer,Alcoholic beverages,1964,Calories,140
Beans,Pulses,1964,Calories,96
Cassava,Starchy roots,1964,Calories,84
Cereals (other),Cereals ,1964,Calories,72
Citrus (other),Fruits,1964,Calories,15
Cloves,Spices & stimulants,1964,Calories,2
Cocoa beans,Spices & stimulants,1964,Calories,87
Coconuts,Oils,1964,Calories,109
Coffee,Spices & stimulants,1964,Calories,83
Cottonseed oil,Oils,1964,Calories,78
Dates,Fruits,1964,Calories,40
Fermented beverages,Alcoholic beverages,1964,Calories,43
Fruits (other),Fruits,1964,Calories,149
Grapefruit,Fruits,1964,Calories,31
Grapes & wine,Alcoholic beverages,1964,Calories,103
Groundnut,Oils,1964,Calories,127
Lemons & limes,Fruits,1964,Calories,48
Maize,Cereals,1964,Calories,123
Millets,Cereals,1964,Calories,48
Miscellaneous,Miscellaneous,1964,Calories,48
Oats,Cereals,1964,Calories,59
Oilcrops (other),Oils,1964,Calories,106
Olives,Oils,1964,Calories,69
Onions,Vegetables,1964,Calories,109
Oranges & mandarines,Fruits,1964,Calories,105
Palm oil,Oils,1964,Calories,58
Peas,Pulses,1964,Calories,66
Pepper,Vegetables,1964,Calories,29
Pimento,Spices & stimulants,1964,Calories,52
Pineapples,Fruits,1964,Calories,60
Potatoes,Starchy roots,1964,Calories,134
Pulses (other),Pulses,1964,Calories,127
Rape & mustard,Spices & stimulants,1964,Calories,35
Rice,Cereals,1964,Calories,148
Roots (other),Starchy roots,1964,Calories,70
Rye,Cereals,1964,Calories,39
Sesame ,Oils,1964,Calories,61
Sorghum,Cereals,1964,Calories,48
Soybean,Oils,1964,Calories,87
Spices (other),Spices & stimulants,1964,Calories,71
Sugar,Sweeteners,1964,Calories,152
Sunflower,Oils,1964,Calories,45
Sweet potatoes,Starchy roots,1964,Calories,83
Sweeteners (other),Sweeteners,1964,Calories,75
Tea,Spices & stimulants,1964,Calories,38
Tomatoes,Vegetables,1964,Calories,99
Treenuts,Oils,1964,Calories,101
Vegetables (other),Vegetables,1964,Calories,151
Wheat,Cereals,1964,Calories,151
Yams,Starchy roots,1964,Calories,42
Alcoholic beverages,Alcoholic beverages,1964,Fat,0
Animal Products (Total),Animal Products,1964,Fat,152
Apples,Fruits,1964,Fat,37
Bananas & plantains,Fruits,1964,Fat,58
Barley & beer,Alcoholic beverages,1964,Fat,20
Beans,Pulses,1964,Fat,62
Cassava,Starchy roots,1964,Fat,50
Cereals (other),Cereals ,1964,Fat,26
Citrus (other),Fruits,1964,Fat,5
Cloves,Spices & stimulants,1964,Fat,2
Cocoa beans,Spices & stimulants,1964,Fat,84
Coconuts,Oils,1964,Fat,110
Coffee,Spices & stimulants,1964,Fat,0
Cottonseed oil,Oils,1964,Fat,78
Dates,Fruits,1964,Fat,12
Fermented beverages,Alcoholic beverages,1964,Fat,1
Fruits (other),Fruits,1964,Fat,130
Grapefruit,Fruits,1964,Fat,2
Grapes & wine,Alcoholic beverages,1964,Fat,22
Groundnut,Oils,1964,Fat,127
Lemons & limes,Fruits,1964,Fat,10
Maize,Cereals,1964,Fat,113
Millets,Cereals,1964,Fat,42
Miscellaneous,Miscellaneous,1964,Fat,9
Oats,Cereals,1964,Fat,37
Oilcrops (other),Oils,1964,Fat,105
Olives,Oils,1964,Fat,72
Onions,Vegetables,1964,Fat,11
Oranges & mandarines,Fruits,1964,Fat,21
Palm oil,Oils,1964,Fat,59
Peas,Pulses,1964,Fat,22
Pepper,Vegetables,1964,Fat,0
Pimento,Spices & stimulants,1964,Fat,44
Pineapples,Fruits,1964,Fat,3
Potatoes,Starchy roots,1964,Fat,54
Pulses (other),Pulses,1964,Fat,98
Rape & mustard,Spices & stimulants,1964,Fat,36
Rice,Cereals,1964,Fat,110
Roots (other),Starchy roots,1964,Fat,29
Rye,Cereals,1964,Fat,19
Sesame ,Oils,1964,Fat,61
Sorghum,Cereals,1964,Fat,45
Soybean,Oils,1964,Fat,87
Spices (other),Spices & stimulants,1964,Fat,44
Sugar,Sweeteners,1964,Fat,11
Sunflower,Oils,1964,Fat,45
Sweet potatoes,Starchy roots,1964,Fat,35
Sweeteners (other),Sweeteners,1964,Fat,1
Tea,Spices & stimulants,1964,Fat,0
Tomatoes,Vegetables,1964,Fat,44
Treenuts,Oils,1964,Fat,97
Vegetables (other),Vegetables,1964,Fat,134
Wheat,Cereals,1964,Fat,143
Yams,Starchy roots,1964,Fat,21
Alcoholic beverages,Alcoholic beverages,1964,Protein,0
Animal Products (Total),Animal Products,1964,Protein,152
Apples,Fruits,1964,Protein,34
Bananas & plantains,Fruits,1964,Protein,109
Barley & beer,Alcoholic beverages,1964,Protein,99
Beans,Pulses,1964,Protein,95
Cassava,Starchy roots,1964,Protein,68
Cereals (other),Cereals ,1964,Protein,54
Citrus (other),Fruits,1964,Protein,8
Cloves,Spices & stimulants,1964,Protein,0
Cocoa beans,Spices & stimulants,1964,Protein,61
Coconuts,Oils,1964,Protein,61
Coffee,Spices & stimulants,1964,Protein,83
Cottonseed oil,Oils,1964,Protein,0
Dates,Fruits,1964,Protein,18
Fermented beverages,Alcoholic beverages,1964,Protein,28
Fruits (other),Fruits,1964,Protein,134
Grapefruit,Fruits,1964,Protein,8
Grapes & wine,Alcoholic beverages,1964,Protein,42
Groundnut,Oils,1964,Protein,102
Lemons & limes,Fruits,1964,Protein,9
Maize,Cereals,1964,Protein,122
Millets,Cereals,1964,Protein,48
Miscellaneous,Miscellaneous,1964,Protein,31
Oats,Cereals,1964,Protein,49
Oilcrops (other),Oils,1964,Protein,21
Olives,Oils,1964,Protein,9
Onions,Vegetables,1964,Protein,94
Oranges & mandarines,Fruits,1964,Protein,74
Palm oil,Oils,1964,Protein,4
Peas,Pulses,1964,Protein,64
Pepper,Vegetables,1964,Protein,3
Pimento,Spices & stimulants,1964,Protein,42
Pineapples,Fruits,1964,Protein,7
Potatoes,Starchy roots,1964,Protein,125
Pulses (other),Pulses,1964,Protein,124
Rape & mustard,Spices & stimulants,1964,Protein,15
Rice,Cereals,1964,Protein,146
Roots (other),Starchy roots,1964,Protein,56
Rye,Cereals,1964,Protein,32
Sesame ,Oils,1964,Protein,32
Sorghum,Cereals,1964,Protein,47
Soybean,Oils,1964,Protein,26
Spices (other),Spices & stimulants,1964,Protein,36
Sugar,Sweeteners,1964,Protein,23
Sunflower,Oils,1964,Protein,3
Sweet potatoes,Starchy roots,1964,Protein,67
Sweeteners (other),Sweeteners,1964,Protein,1
Tea,Spices & stimulants,1964,Protein,62
Tomatoes,Vegetables,1964,Protein,81
Treenuts,Oils,1964,Protein,65
Vegetables (other),Vegetables,1964,Protein,151
Wheat,Cereals,1964,Protein,150
Yams,Starchy roots,1964,Protein,36
Alcoholic beverages,Alcoholic beverages,1964,Food Weight,125
Animal Products (Total),Animal Products,1964,Food Weight,152
Apples,Fruits,1964,Food Weight,99
Bananas & plantains,Fruits,1964,Food Weight,133
Barley & beer,Alcoholic beverages,1964,Food Weight,143
Beans,Pulses,1964,Food Weight,96
Cassava,Starchy roots,1964,Food Weight,84
Cereals (other),Cereals ,1964,Food Weight,75
Citrus (other),Fruits,1964,Food Weight,31
Cloves,Spices & stimulants,1964,Food Weight,2
Cocoa beans,Spices & stimulants,1964,Food Weight,85
Coconuts,Oils,1964,Food Weight,106
Coffee,Spices & stimulants,1964,Food Weight,114
Cottonseed oil,Oils,1964,Food Weight,73
Dates,Fruits,1964,Food Weight,50
Fermented beverages,Alcoholic beverages,1964,Food Weight,61
Fruits (other),Fruits,1964,Food Weight,150
Grapefruit,Fruits,1964,Food Weight,69
Grapes & wine,Alcoholic beverages,1964,Food Weight,129
Groundnut,Oils,1964,Food Weight,123
Lemons & limes,Fruits,1964,Food Weight,83
Maize,Cereals,1964,Food Weight,123
Millets,Cereals,1964,Food Weight,49
Miscellaneous,Miscellaneous,1964,Food Weight,0
Oats,Cereals,1964,Food Weight,64
Oilcrops (other),Oils,1964,Food Weight,91
Olives,Oils,1964,Food Weight,59
Onions,Vegetables,1964,Food Weight,120
Oranges & mandarines,Fruits,1964,Food Weight,119
Palm oil,Oils,1964,Food Weight,55
Peas,Pulses,1964,Food Weight,66
Pepper,Vegetables,1964,Food Weight,41
Pimento,Spices & stimulants,1964,Food Weight,55
Pineapples,Fruits,1964,Food Weight,72
Potatoes,Starchy roots,1964,Food Weight,140
Pulses (other),Pulses,1964,Food Weight,128
Rape & mustard,Spices & stimulants,1964,Food Weight,34
Rice,Cereals,1964,Food Weight,148
Roots (other),Starchy roots,1964,Food Weight,78
Rye,Cereals,1964,Food Weight,39
Sesame ,Oils,1964,Food Weight,51
Sorghum,Cereals,1964,Food Weight,48
Soybean,Oils,1964,Food Weight,83
Spices (other),Spices & stimulants,1964,Food Weight,74
Sugar,Sweeteners,1964,Food Weight,152
Sunflower,Oils,1964,Food Weight,42
Sweet potatoes,Starchy roots,1964,Food Weight,90
Sweeteners (other),Sweeteners,1964,Food Weight,78
Tea,Spices & stimulants,1964,Food Weight,93
Tomatoes,Vegetables,1964,Food Weight,119
Treenuts,Oils,1964,Food Weight,103
Vegetables (other),Vegetables,1964,Food Weight,151
Wheat,Cereals,1964,Food Weight,151
Yams,Starchy roots,1964,Food Weight,43
Alcoholic beverages,Alcoholic beverages,1965,Calories,122
Animal Products (Total),Animal Products,1965,Calories,152
Apples,Fruits,1965,Calories,75
Bananas & plantains,Fruits,1965,Calories,127
Barley & beer,Alcoholic beverages,1965,Calories,140
Beans,Pulses,1965,Calories,97
Cassava,Starchy roots,1965,Calories,84
Cereals (other),Cereals ,1965,Calories,75
Citrus (other),Fruits,1965,Calories,15
Cloves,Spices & stimulants,1965,Calories,3
Cocoa beans,Spices & stimulants,1965,Calories,84
Coconuts,Oils,1965,Calories,108
Coffee,Spices & stimulants,1965,Calories,83
Cottonseed oil,Oils,1965,Calories,78
Dates,Fruits,1965,Calories,41
Fermented beverages,Alcoholic beverages,1965,Calories,42
Fruits (other),Fruits,1965,Calories,149
Grapefruit,Fruits,1965,Calories,30
Grapes & wine,Alcoholic beverages,1965,Calories,100
Groundnut,Oils,1965,Calories,126
Lemons & limes,Fruits,1965,Calories,49
Maize,Cereals,1965,Calories,123
Millets,Cereals,1965,Calories,49
Miscellaneous,Miscellaneous,1965,Calories,53
Oats,Cereals,1965,Calories,64
Oilcrops (other),Oils,1965,Calories,105
Olives,Oils,1965,Calories,68
Onions,Vegetables,1965,Calories,111
Oranges & mandarines,Fruits,1965,Calories,108
Palm oil,Oils,1965,Calories,54
Peas,Pulses,1965,Calories,66
Pepper,Vegetables,1965,Calories,27
Pimento,Spices & stimulants,1965,Calories,52
Pineapples,Fruits,1965,Calories,59
Potatoes,Starchy roots,1965,Calories,133
Pulses (other),Pulses,1965,Calories,125
Rape & mustard,Spices & stimulants,1965,Calories,38
Rice,Cereals,1965,Calories,148
Roots (other),Starchy roots,1965,Calories,68
Rye,Cereals,1965,Calories,38
Sesame ,Oils,1965,Calories,57
Sorghum,Cereals,1965,Calories,48
Soybean,Oils,1965,Calories,92
Spices (other),Spices & stimulants,1965,Calories,73
Sugar,Sweeteners,1965,Calories,152
Sunflower,Oils,1965,Calories,48
Sweet potatoes,Starchy roots,1965,Calories,83
Sweeteners (other),Sweeteners,1965,Calories,74
Tea,Spices & stimulants,1965,Calories,41
Tomatoes,Vegetables,1965,Calories,100
Treenuts,Oils,1965,Calories,102
Vegetables (other),Vegetables,1965,Calories,151
Wheat,Cereals,1965,Calories,151
Yams,Starchy roots,1965,Calories,43
Alcoholic beverages,Alcoholic beverages,1965,Fat,0
Animal Products (Total),Animal Products,1965,Fat,152
Apples,Fruits,1965,Fat,37
Bananas & plantains,Fruits,1965,Fat,59
Barley & beer,Alcoholic beverages,1965,Fat,19
Beans,Pulses,1965,Fat,65
Cassava,Starchy roots,1965,Fat,50
Cereals (other),Cereals ,1965,Fat,24
Citrus (other),Fruits,1965,Fat,5
Cloves,Spices & stimulants,1965,Fat,1
Cocoa beans,Spices & stimulants,1965,Fat,82
Coconuts,Oils,1965,Fat,108
Coffee,Spices & stimulants,1965,Fat,0
Cottonseed oil,Oils,1965,Fat,80
Dates,Fruits,1965,Fat,11
Fermented beverages,Alcoholic beverages,1965,Fat,1
Fruits (other),Fruits,1965,Fat,130
Grapefruit,Fruits,1965,Fat,1
Grapes & wine,Alcoholic beverages,1965,Fat,20
Groundnut,Oils,1965,Fat,125
Lemons & limes,Fruits,1965,Fat,10
Maize,Cereals,1965,Fat,114
Millets,Cereals,1965,Fat,45
Miscellaneous,Miscellaneous,1965,Fat,11
Oats,Cereals,1965,Fat,38
Oilcrops (other),Oils,1965,Fat,105
Olives,Oils,1965,Fat,71
Onions,Vegetables,1965,Fat,8
Oranges & mandarines,Fruits,1965,Fat,23
Palm oil,Oils,1965,Fat,55
Peas,Pulses,1965,Fat,25
Pepper,Vegetables,1965,Fat,0
Pimento,Spices & stimulants,1965,Fat,45
Pineapples,Fruits,1965,Fat,3
Potatoes,Starchy roots,1965,Fat,54
Pulses (other),Pulses,1965,Fat,94
Rape & mustard,Spices & stimulants,1965,Fat,37
Rice,Cereals,1965,Fat,112
Roots (other),Starchy roots,1965,Fat,30
Rye,Cereals,1965,Fat,17
Sesame ,Oils,1965,Fat,57
Sorghum,Cereals,1965,Fat,45
Soybean,Oils,1965,Fat,91
Spices (other),Spices & stimulants,1965,Fat,44
Sugar,Sweeteners,1965,Fat,12
Sunflower,Oils,1965,Fat,46
Sweet potatoes,Starchy roots,1965,Fat,34
Sweeteners (other),Sweeteners,1965,Fat,1
Tea,Spices & stimulants,1965,Fat,0
Tomatoes,Vegetables,1965,Fat,45
Treenuts,Oils,1965,Fat,100
Vegetables (other),Vegetables,1965,Fat,135
Wheat,Cereals,1965,Fat,144
Yams,Starchy roots,1965,Fat,20
Alcoholic beverages,Alcoholic beverages,1965,Protein,0
Animal Products (Total),Animal Products,1965,Protein,152
Apples,Fruits,1965,Protein,34
Bananas & plantains,Fruits,1965,Protein,110
Barley & beer,Alcoholic beverages,1965,Protein,103
Beans,Pulses,1965,Protein,96
Cassava,Starchy roots,1965,Protein,69
Cereals (other),Cereals ,1965,Protein,56
Citrus (other),Fruits,1965,Protein,8
Cloves,Spices & stimulants,1965,Protein,0
Cocoa beans,Spices & stimulants,1965,Protein,69
Coconuts,Oils,1965,Protein,64
Coffee,Spices & stimulants,1965,Protein,81
Cottonseed oil,Oils,1965,Protein,0
Dates,Fruits,1965,Protein,19
Fermented beverages,Alcoholic beverages,1965,Protein,28
Fruits (other),Fruits,1965,Protein,135
Grapefruit,Fruits,1965,Protein,7
Grapes & wine,Alcoholic beverages,1965,Protein,43
Groundnut,Oils,1965,Protein,104
Lemons & limes,Fruits,1965,Protein,11
Maize,Cereals,1965,Protein,121
Millets,Cereals,1965,Protein,47
Miscellaneous,Miscellaneous,1965,Protein,30
Oats,Cereals,1965,Protein,52
Oilcrops (other),Oils,1965,Protein,23
Olives,Oils,1965,Protein,11
Onions,Vegetables,1965,Protein,94
Oranges & mandarines,Fruits,1965,Protein,76
Palm oil,Oils,1965,Protein,2
Peas,Pulses,1965,Protein,65
Pepper,Vegetables,1965,Protein,1
Pimento,Spices & stimulants,1965,Protein,44
Pineapples,Fruits,1965,Protein,7
Potatoes,Starchy roots,1965,Protein,123
Pulses (other),Pulses,1965,Protein,122
Rape & mustard,Spices & stimulants,1965,Protein,14
Rice,Cereals,1965,Protein,147
Roots (other),Starchy roots,1965,Protein,56
Rye,Cereals,1965,Protein,31
Sesame ,Oils,1965,Protein,31
Sorghum,Cereals,1965,Protein,47
Soybean,Oils,1965,Protein,28
Spices (other),Spices & stimulants,1965,Protein,38
Sugar,Sweeteners,1965,Protein,24
Sunflower,Oils,1965,Protein,2
Sweet potatoes,Starchy roots,1965,Protein,69
Sweeteners (other),Sweeteners,1965,Protein,1
Tea,Spices & stimulants,1965,Protein,65
Tomatoes,Vegetables,1965,Protein,82
Treenuts,Oils,1965,Protein,69
Vegetables (other),Vegetables,1965,Protein,151
Wheat,Cereals,1965,Protein,151
Yams,Starchy roots,1965,Protein,36
Alcoholic beverages,Alcoholic beverages,1965,Food Weight,125
Animal Products (Total),Animal Products,1965,Food Weight,152
Apples,Fruits,1965,Food Weight,98
Bananas & plantains,Fruits,1965,Food Weight,135
Barley & beer,Alcoholic beverages,1965,Food Weight,145
Beans,Pulses,1965,Food Weight,97
Cassava,Starchy roots,1965,Food Weight,84
Cereals (other),Cereals ,1965,Food Weight,77
Citrus (other),Fruits,1965,Food Weight,32
Cloves,Spices & stimulants,1965,Food Weight,3
Cocoa beans,Spices & stimulants,1965,Food Weight,85
Coconuts,Oils,1965,Food Weight,107
Coffee,Spices & stimulants,1965,Food Weight,118
Cottonseed oil,Oils,1965,Food Weight,71
Dates,Fruits,1965,Food Weight,51
Fermented beverages,Alcoholic beverages,1965,Food Weight,59
Fruits (other),Fruits,1965,Food Weight,150
Grapefruit,Fruits,1965,Food Weight,69
Grapes & wine,Alcoholic beverages,1965,Food Weight,129
Groundnut,Oils,1965,Food Weight,121
Lemons & limes,Fruits,1965,Food Weight,83
Maize,Cereals,1965,Food Weight,123
Millets,Cereals,1965,Food Weight,49
Miscellaneous,Miscellaneous,1965,Food Weight,0
Oats,Cereals,1965,Food Weight,67
Oilcrops (other),Oils,1965,Food Weight,95
Olives,Oils,1965,Food Weight,54
Onions,Vegetables,1965,Food Weight,120
Oranges & mandarines,Fruits,1965,Food Weight,119
Palm oil,Oils,1965,Food Weight,51
Peas,Pulses,1965,Food Weight,66
Pepper,Vegetables,1965,Food Weight,41
Pimento,Spices & stimulants,1965,Food Weight,55
Pineapples,Fruits,1965,Food Weight,72
Potatoes,Starchy roots,1965,Food Weight,140
Pulses (other),Pulses,1965,Food Weight,125
Rape & mustard,Spices & stimulants,1965,Food Weight,35
Rice,Cereals,1965,Food Weight,148
Roots (other),Starchy roots,1965,Food Weight,78
Rye,Cereals,1965,Food Weight,39
Sesame ,Oils,1965,Food Weight,49
Sorghum,Cereals,1965,Food Weight,48
Soybean,Oils,1965,Food Weight,88
Spices (other),Spices & stimulants,1965,Food Weight,77
Sugar,Sweeteners,1965,Food Weight,152
Sunflower,Oils,1965,Food Weight,44
Sweet potatoes,Starchy roots,1965,Food Weight,90
Sweeteners (other),Sweeteners,1965,Food Weight,77
Tea,Spices & stimulants,1965,Food Weight,94
Tomatoes,Vegetables,1965,Food Weight,118
Treenuts,Oils,1965,Food Weight,105
Vegetables (other),Vegetables,1965,Food Weight,151
Wheat,Cereals,1965,Food Weight,151
Yams,Starchy roots,1965,Food Weight,43
Alcoholic beverages,Alcoholic beverages,1966,Calories,125
Animal Products (Total),Animal Products,1966,Calories,152
Apples,Fruits,1966,Calories,79
Bananas & plantains,Fruits,1966,Calories,128
Barley & beer,Alcoholic beverages,1966,Calories,141
Beans,Pulses,1966,Calories,98
Cassava,Starchy roots,1966,Calories,84
Cereals (other),Cereals ,1966,Calories,81
Citrus (other),Fruits,1966,Calories,15
Cloves,Spices & stimulants,1966,Calories,2
Cocoa beans,Spices & stimulants,1966,Calories,92
Coconuts,Oils,1966,Calories,110
Coffee,Spices & stimulants,1966,Calories,90
Cottonseed oil,Oils,1966,Calories,75
Dates,Fruits,1966,Calories,44
Fermented beverages,Alcoholic beverages,1966,Calories,44
Fruits (other),Fruits,1966,Calories,152
Grapefruit,Fruits,1966,Calories,36
Grapes & wine,Alcoholic beverages,1966,Calories,102
Groundnut,Oils,1966,Calories,128
Lemons & limes,Fruits,1966,Calories,48
Maize,Cereals,1966,Calories,125
Millets,Cereals,1966,Calories,49
Miscellaneous,Miscellaneous,1966,Calories,63
Oats,Cereals,1966,Calories,58
Oilcrops (other),Oils,1966,Calories,104
Olives,Oils,1966,Calories,68
Onions,Vegetables,1966,Calories,110
Oranges & mandarines,Fruits,1966,Calories,107
Palm oil,Oils,1966,Calories,58
Peas,Pulses,1966,Calories,66
Pepper,Vegetables,1966,Calories,29
Pimento,Spices & stimulants,1966,Calories,52
Pineapples,Fruits,1966,Calories,62
Potatoes,Starchy roots,1966,Calories,134
Pulses (other),Pulses,1966,Calories,124
Rape & mustard,Spices & stimulants,1966,Calories,38
Rice,Cereals,1966,Calories,149
Roots (other),Starchy roots,1966,Calories,72
Rye,Cereals,1966,Calories,38
Sesame ,Oils,1966,Calories,54
Sorghum,Cereals,1966,Calories,48
Soybean,Oils,1966,Calories,96
Spices (other),Spices & stimulants,1966,Calories,77
Sugar,Sweeteners,1966,Calories,152
Sunflower,Oils,1966,Calories,50
Sweet potatoes,Starchy roots,1966,Calories,84
Sweeteners (other),Sweeteners,1966,Calories,77
Tea,Spices & stimulants,1966,Calories,41
Tomatoes,Vegetables,1966,Calories,98
Treenuts,Oils,1966,Calories,100
Vegetables (other),Vegetables,1966,Calories,152
Wheat,Cereals,1966,Calories,151
Yams,Starchy roots,1966,Calories,43
Alcoholic beverages,Alcoholic beverages,1966,Fat,0
Animal Products (Total),Animal Products,1966,Fat,152
Apples,Fruits,1966,Fat,39
Bananas & plantains,Fruits,1966,Fat,59
Barley & beer,Alcoholic beverages,1966,Fat,21
Beans,Pulses,1966,Fat,62
Cassava,Starchy roots,1966,Fat,52
Cereals (other),Cereals ,1966,Fat,25
